AMP,0Y6X0Z3 ,"Detachment at Right 5th Toe, Low, Open Approach",No Change
AMP,0Y6X0Z2 ,"Detachment at Right 5th Toe, Mid, Open Approach",No Change
AMP,0X6B0ZZ ,"Detachment at Right Elbow Region, Open Approach",No Change
AMP,0Y670ZZ ,"Detachment at Right Femoral Region, Open Approach",No Change
AMP,0Y6M0Z4 ,"Detachment at Right Foot, Complete 1st Ray, Open Approach",No Change
AMP,0Y6M0Z5 ,"Detachment at Right Foot, Complete 2nd Ray, Open Approach",No Change
AMP,0Y6M0Z6 ,"Detachment at Right Foot, Complete 3rd Ray, Open Approach",No Change
AMP,0Y6M0Z7 ,"Detachment at Right Foot, Complete 4th Ray, Open Approach",No Change
AMP,0Y6M0Z8 ,"Detachment at Right Foot, Complete 5th Ray, Open Approach",No Change
AMP,0Y6M0Z0 ,"Detachment at Right Foot, Complete, Open Approach",No Change
AMP,0Y6M0Z9 ,"Detachment at Right Foot, Partial 1st Ray, Open Approach",No Change
AMP,0Y6M0ZB ,"Detachment at Right Foot, Partial 2nd Ray, Open Approach",No Change
AMP,0Y6M0ZC ,"Detachment at Right Foot, Partial 3rd Ray, Open Approach",No Change
AMP,0Y6M0ZD ,"Detachment at Right Foot, Partial 4th Ray, Open Approach",No Change
AMP,0Y6M0ZF ,"Detachment at Right Foot, Partial 5th Ray, Open Approach",No Change
AMP,0X600ZZ ,"Detachment at Right Forequarter, Open Approach",No Change
AMP,0X6J0Z4 ,"Detachment at Right Hand, Complete 1st Ray, Open Approach",No Change
AMP,0X6J0Z5 ,"Detachment at Right Hand, Complete 2nd Ray, Open Approach",No Change
AMP,0X6J0Z6 ,"Detachment at Right Hand, Complete 3rd Ray, Open Approach",No Change
AMP,0X6J0Z7 ,"Detachment at Right Hand, Complete 4th Ray, Open Approach",No Change
AMP,0X6J0Z8 ,"Detachment at Right Hand, Complete 5th Ray, Open Approach",No Change
AMP,0X6J0Z0 ,"Detachment at Right Hand, Complete, Open Approach",No Change
AMP,0X6J0Z9 ,"Detachment at Right Hand, Partial 1st Ray, Open Approach",No Change
AMP,0X6J0ZB ,"Detachment at Right Hand, Partial 2nd Ray, Open Approach",No Change
AMP,0X6J0ZC ,"Detachment at Right Hand, Partial 3rd Ray, Open Approach",No Change
AMP,0X6J0ZD ,"Detachment at Right Hand, Partial 4th Ray, Open Approach",No Change
AMP,0X6J0ZF ,"Detachment at Right Hand, Partial 5th Ray, Open Approach",No Change
AMP,0Y620ZZ ,"Detachment at Right Hindquarter, Open Approach",No Change
AMP,0X6N0Z0 ,"Detachment at Right Index Finger, Complete, Open Approach",No Change
AMP,0X6N0Z1 ,"Detachment at Right Index Finger, High, Open Approach",No Change
AMP,0X6N0Z3 ,"Detachment at Right Index Finger, Low, Open Approach",No Change
AMP,0X6N0Z2 ,"Detachment at Right Index Finger, Mid, Open Approach",No Change
AMP,0Y6F0ZZ ,"Detachment at Right Knee Region, Open Approach",No Change
AMP,0X6V0Z0 ,"Detachment at Right Little Finger, Complete, Open Approach",No Change
AMP,0X6V0Z1 ,"Detachment at Right Little Finger, High, Open Approach",No Change
AMP,0X6V0Z3 ,"Detachment at Right Little Finger, Low, Open Approach",No Change
AMP,0X6V0Z2 ,"Detachment at Right Little Finger, Mid, Open Approach",No Change
AMP,0X6D0Z1 ,"Detachment at Right Lower Arm, High, Open Approach",No Change
AMP,0X6D0Z3 ,"Detachment at Right Lower Arm, Low, Open Approach",No Change
AMP,0X6D0Z2 ,"Detachment at Right Lower Arm, Mid, Open Approach",No Change
AMP,0Y6H0Z1 ,"Detachment at Right Lower Leg, High, Open Approach",No Change
AMP,0Y6H0Z3 ,"Detachment at Right Lower Leg, Low, Open Approach",No Change
AMP,0Y6H0Z2 ,"Detachment at Right Lower Leg, Mid, Open Approach",No Change
AMP,0X6Q0Z0 ,"Detachment at Right Middle Finger, Complete, Open Approach",No Change
AMP,0X6Q0Z1 ,"Detachment at Right Middle Finger, High, Open Approach",No Change
AMP,0X6Q0Z3 ,"Detachment at Right Middle Finger, Low, Open Approach",No Change
AMP,0X6Q0Z2 ,"Detachment at Right Middle Finger, Mid, Open Approach",No Change
AMP,0X6S0Z0 ,"Detachment at Right Ring Finger, Complete, Open Approach",No Change
AMP,0X6S0Z1 ,"Detachment at Right Ring Finger, High, Open Approach",No Change
AMP,0X6S0Z3 ,"Detachment at Right Ring Finger, Low, Open Approach",No Change
AMP,0X6S0Z2 ,"Detachment at Right Ring Finger, Mid, Open Approach",No Change
AMP,0X620ZZ ,"Detachment at Right Shoulder Region, Open Approach",No Change
AMP,0X6L0Z0 ,"Detachment at Right Thumb, Complete, Open Approach",No Change
AMP,0X6L0Z1 ,"Detachment at Right Thumb, High, Open Approach",No Change
AMP,0X6L0Z3 ,"Detachment at Right Thumb, Low, Open Approach",No Change
AMP,0X6L0Z2 ,"Detachment at Right Thumb, Mid, Open Approach",No Change
AMP,0X680Z1 ,"Detachment at Right Upper Arm, High, Open Approach",No Change
AMP,0X680Z3 ,"Detachment at Right Upper Arm, Low, Open Approach",No Change
AMP,0X680Z2 ,"Detachment at Right Upper Arm, Mid, Open Approach",No Change
AMP,0Y6C0Z1 ,"Detachment at Right Upper Leg, High, Open Approach",No Change
AMP,0Y6C0Z3 ,"Detachment at Right Upper Leg, Low, Open Approach",No Change
AMP,0Y6C0Z2 ,"Detachment at Right Upper Leg, Mid, Open Approach",No Change
APPY,0D5J0ZZ ,"Destruction of Appendix, Open Approach",Add
APPY,0D5J4ZZ ,"Destruction of Appendix, Percutaneous Endoscopic Approach",Add
APPY,0D9J00Z ,"Drainage of Appendix with Drainage Device, Open Approach",No Change
APPY,0D9J40Z ,"Drainage of Appendix with Drainage Device, Percutaneous Endoscopic Approach",No Change
APPY,0D9J0ZZ ,"Drainage of Appendix, Open Approach",No Change
APPY,0D9J0ZX ,"Drainage of Appendix, Open Approach, Diagnostic",Add
APPY,0D9J4ZZ ,"Drainage of Appendix, Percutaneous Endoscopic Approach",No Change
APPY,0D9J4ZX ,"Drainage of Appendix, Percutaneous Endoscopic Approach, Diagnostic",Add
APPY,0DBJ0ZZ ,"Excision of Appendix, Open Approach",Add
APPY,0DBJ0ZX ,"Excision of Appendix, Open Approach, Diagnostic",Add
APPY,0DBJ4ZZ ,"Excision of Appendix, Percutaneous Endoscopic Approach",Add
APPY,0DBJ4ZX ,"Excision of Appendix, Percutaneous Endoscopic Approach, Diagnostic",Add
APPY,0DCJ0ZZ ,"Extirpation of Matter from Appendix, Open Approach",Add
APPY,0DCJ4ZZ ,"Extirpation of Matter from Appendix, Percutaneous Endoscopic Approach",Add
APPY,0DQJ0ZZ ,"Repair Appendix, Open Approach",No Change
APPY,0DQJ4ZZ ,"Repair Appendix, Percutaneous Endoscopic Approach",No Change
APPY,0DTJ0ZZ ,"Resection of Appendix, Open Approach",No change
APPY,0DTJ4ZZ ,"Resection of Appendix, Percutaneous Endoscopic Approach",No change
AVSD,03120AF ,"Bypass Innominate Artery to Lower Arm Vein with Autologous Arterial Tissue, Open Approach",No change
AVSD,031209F ,"Bypass Innominate Artery to Lower Arm Vein with Autologous Venous Tissue, Open Approach",No change
AVSD,03120KF ,"Bypass Innominate Artery to Lower Arm Vein with Nonautologous Tissue Substitute, Open Approach",No change
AVSD,03120JF ,"Bypass Innominate Artery to Lower Arm Vein with Synthetic Substitute, Open Approach",No change
AVSD,03120ZF ,"Bypass Innominate Artery to Lower Arm Vein, Open Approach",No change
AVSD,03120AD ,"Bypass Innominate Artery to Upper Arm Vein with Autologous Arterial Tissue, Open Approach",No change
AVSD,031209D ,"Bypass Innominate Artery to Upper Arm Vein with Autologous Venous Tissue, Open Approach",No change
AVSD,03120KD ,"Bypass Innominate Artery to Upper Arm Vein with Nonautologous Tissue Substitute, Open Approach",No change
AVSD,03120JD ,"Bypass Innominate Artery to Upper Arm Vein with Synthetic Substitute, Open Approach",No change
AVSD,03120ZD ,"Bypass Innominate Artery to Upper Arm Vein, Open Approach",No change
AVSD,03160AF ,"Bypass Left Axillary Artery to Lower Arm Vein with Autologous Arterial Tissue, Open Approach",No change
AVSD,031609F ,"Bypass Left Axillary Artery to Lower Arm Vein with Autologous Venous Tissue, Open Approach",No change
AVSD,03160KF ,"Bypass Left Axillary Artery to Lower Arm Vein with Nonautologous Tissue Substitute, Open Approach",No change
AVSD,03160JF ,"Bypass Left Axillary Artery to Lower Arm Vein with Synthetic Substitute, Open Approach",No change
AVSD,03160ZF ,"Bypass Left Axillary Artery to Lower Arm Vein, Open Approach",No change
AVSD,03160AD ,"Bypass Left Axillary Artery to Upper Arm Vein with Autologous Arterial Tissue, Open Approach",No change
AVSD,031609D ,"Bypass Left Axillary Artery to Upper Arm Vein with Autologous Venous Tissue, Open Approach",No change
AVSD,03160KD ,"Bypass Left Axillary Artery to Upper Arm Vein with Nonautologous Tissue Substitute, Open Approach",No change
AVSD,03160JD ,"Bypass Left Axillary Artery to Upper Arm Vein with Synthetic Substitute, Open Approach",No change
AVSD,03160ZD ,"Bypass Left Axillary Artery to Upper Arm Vein, Open Approach",No change
AVSD,03180AF ,"Bypass Left Brachial Artery to Lower Arm Vein with Autologous Arterial Tissue, Open Approach",No change
AVSD,031809F ,"Bypass Left Brachial Artery to Lower Arm Vein with Autologous Venous Tissue, Open Approach",No change
AVSD,03180KF ,"Bypass Left Brachial Artery to Lower Arm Vein with Nonautologous Tissue Substitute, Open Approach",No change
AVSD,03180JF ,"Bypass Left Brachial Artery to Lower Arm Vein with Synthetic Substitute, Open Approach",No change
AVSD,03180ZF ,"Bypass Left Brachial Artery to Lower Arm Vein, Open Approach",No change
AVSD,03180AD ,"Bypass Left Brachial Artery to Upper Arm Vein with Autologous Arterial Tissue, Open Approach",No change
AVSD,031809D ,"Bypass Left Brachial Artery to Upper Arm Vein with Autologous Venous Tissue, Open Approach",No change
AVSD,03180KD ,"Bypass Left Brachial Artery to Upper Arm Vein with Nonautologous Tissue Substitute, Open Approach",No change
AVSD,03180JD ,"Bypass Left Brachial Artery to Upper Arm Vein with Synthetic Substitute, Open Approach",No change
AVSD,03180ZD ,"Bypass Left Brachial Artery to Upper Arm Vein, Open Approach",No change
AVSD,041L0AS ,"Bypass Left Femoral Artery to Lower Extremity Vein with Autologous Arterial Tissue, Open Approach",Move from PVBY
AVSD,041L4AS ,"Bypass Left Femoral Artery to Lower Extremity Vein with Autologous Arterial Tissue, Percutaneous Endoscopic Approach",Move from PVBY
AVSD,041L09S ,"Bypass Left Femoral Artery to Lower Extremity Vein with Autologous Venous Tissue, Open Approach",Move from PVBY
AVSD,041L49S ,"Bypass Left Femoral Artery to Lower Extremity Vein with Autologous Venous Tissue, Percutaneous Endoscopic Approach",Move from PVBY
AVSD,041L0KS ,"Bypass Left Femoral Artery to Lower Extremity Vein with Nonautologous Tissue Substitute, Open Approach",Move from PVBY
AVSD,041L4KS ,"Bypass Left Femoral Artery to Lower Extremity Vein with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",Move from PVBY
AVSD,041L0JS ,"Bypass Left Femoral Artery to Lower Extremity Vein with Synthetic Substitute, Open Approach",Move from PVBY
AVSD,041L4JS ,"Bypass Left Femoral Artery to Lower Extremity Vein with Synthetic Substitute, Percutaneous Endoscopic Approach",Move from PVBY
AVSD,041L0ZS ,"Bypass Left Femoral Artery to Lower Extremity Vein, Open Approach",Move from PVBY
AVSD,041L4ZS ,"Bypass Left Femoral Artery to Lower Extremity Vein, Percutaneous Endoscopic Approach",Move from PVBY
AVSD,041W0AS ,"Bypass Left Foot Artery to Lower Extremity Vein with Autologous Arterial Tissue, Open Approach",Move from PVBY
AVSD,041W4AS ,"Bypass Left Foot Artery to Lower Extremity Vein with Autologous Arterial Tissue, Percutaneous Endoscopic Approach",Move from PVBY
AVSD,041W09S ,"Bypass Left Foot Artery to Lower Extremity Vein with Autologous Venous Tissue, Open Approach",Move from PVBY
AVSD,041W49S ,"Bypass Left Foot Artery to Lower Extremity Vein with Autologous Venous Tissue, Percutaneous Endoscopic Approach",Move from PVBY
AVSD,041W0KS ,"Bypass Left Foot Artery to Lower Extremity Vein with Nonautologous Tissue Substitute, Open Approach",Move from PVBY
AVSD,041W4KS ,"Bypass Left Foot Artery to Lower Extremity Vein with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",Move from PVBY
AVSD,041W0JS ,"Bypass Left Foot Artery to Lower Extremity Vein with Synthetic Substitute, Open Approach",Move from PVBY
AVSD,041W4JS ,"Bypass Left Foot Artery to Lower Extremity Vein with Synthetic Substitute, Percutaneous Endoscopic Approach",Move from PVBY
AVSD,041W0ZS ,"Bypass Left Foot Artery to Lower Extremity Vein, Open Approach",Move from PVBY
AVSD,041W4ZS ,"Bypass Left Foot Artery to Lower Extremity Vein, Percutaneous Endoscopic Approach",Move from PVBY
AVSD,041U0AS ,"Bypass Left Peroneal Artery to Lower Extremity Vein with Autologous Arterial Tissue, Open Approach",Move from PVBY
AVSD,041U4AS ,"Bypass Left Peroneal Artery to Lower Extremity Vein with Autologous Arterial Tissue, Percutaneous Endoscopic Approach",Move from PVBY
AVSD,041U09S ,"Bypass Left Peroneal Artery to Lower Extremity Vein with Autologous Venous Tissue, Open Approach",Move from PVBY
AVSD,041U49S ,"Bypass Left Peroneal Artery to Lower Extremity Vein with Autologous Venous Tissue, Percutaneous Endoscopic Approach",Move from PVBY
AVSD,041U0KS ,"Bypass Left Peroneal Artery to Lower Extremity Vein with Nonautologous Tissue Substitute, Open Approach",Move from PVBY
AVSD,041U4KS ,"Bypass Left Peroneal Artery to Lower Extremity Vein with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",Move from PVBY
AVSD,041U0JS ,"Bypass Left Peroneal Artery to Lower Extremity Vein with Synthetic Substitute, Open Approach",Move from PVBY
AVSD,041U4JS ,"Bypass Left Peroneal Artery to Lower Extremity Vein with Synthetic Substitute, Percutaneous Endoscopic Approach",Move from PVBY
AVSD,041U0ZS ,"Bypass Left Peroneal Artery to Lower Extremity Vein, Open Approach",Move from PVBY
AVSD,041U4ZS ,"Bypass Left Peroneal Artery to Lower Extremity Vein, Percutaneous Endoscopic Approach",Move from PVBY
AVSD,041N0AS ,"Bypass Left Popliteal Artery to Lower Extremity Vein with Autologous Arterial Tissue, Open Approach",Move from PVBY
AVSD,041N4AS ,"Bypass Left Popliteal Artery to Lower Extremity Vein with Autologous Arterial Tissue, Percutaneous Endoscopic Approach",Move from PVBY
AVSD,041N09S ,"Bypass Left Popliteal Artery to Lower Extremity Vein with Autologous Venous Tissue, Open Approach",Move from PVBY
AVSD,041N49S ,"Bypass Left Popliteal Artery to Lower Extremity Vein with Autologous Venous Tissue, Percutaneous Endoscopic Approach",Move from PVBY
AVSD,041N0KS ,"Bypass Left Popliteal Artery to Lower Extremity Vein with Nonautologous Tissue Substitute, Open Approach",Move from PVBY
AVSD,041N4KS ,"Bypass Left Popliteal Artery to Lower Extremity Vein with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",Move from PVBY
AVSD,041N0JS ,"Bypass Left Popliteal Artery to Lower Extremity Vein with Synthetic Substitute, Open Approach",Move from PVBY
AVSD,041N4JS ,"Bypass Left Popliteal Artery to Lower Extremity Vein with Synthetic Substitute, Percutaneous Endoscopic Approach",Move from PVBY
AVSD,041N0ZS ,"Bypass Left Popliteal Artery to Lower Extremity Vein, Open Approach",Move from PVBY
AVSD,041N4ZS ,"Bypass Left Popliteal Artery to Lower Extremity Vein, Percutaneous Endoscopic Approach",Move from PVBY
AVSD,031C0AF ,"Bypass Left Radial Artery to Lower Arm Vein with Autologous Arterial Tissue, Open Approach",No change
AVSD,031C09F ,"Bypass Left Radial Artery to Lower Arm Vein with Autologous Venous Tissue, Open Approach",No change
AVSD,031C0KF ,"Bypass Left Radial Artery to Lower Arm Vein with Nonautologous Tissue Substitute, Open Approach",No change
AVSD,031C0JF ,"Bypass Left Radial Artery to Lower Arm Vein with Synthetic Substitute, Open Approach",No change
AVSD,031C0ZF ,"Bypass Left Radial Artery to Lower Arm Vein, Open Approach",No change
AVSD,03140AF ,"Bypass Left Subclavian Artery to Lower Arm Vein with Autologous Arterial Tissue, Open Approach",No change
AVSD,031409F ,"Bypass Left Subclavian Artery to Lower Arm Vein with Autologous Venous Tissue, Open Approach",No change
AVSD,03140KF ,"Bypass Left Subclavian Artery to Lower Arm Vein with Nonautologous Tissue Substitute, Open Approach",No change
AVSD,03140JF ,"Bypass Left Subclavian Artery to Lower Arm Vein with Synthetic Substitute, Open Approach",No change
AVSD,03140ZF ,"Bypass Left Subclavian Artery to Lower Arm Vein, Open Approach",No change
AVSD,03140AD ,"Bypass Left Subclavian Artery to Upper Arm Vein with Autologous Arterial Tissue, Open Approach",No change
AVSD,031409D ,"Bypass Left Subclavian Artery to Upper Arm Vein with Autologous Venous Tissue, Open Approach",No change
AVSD,03140KD ,"Bypass Left Subclavian Artery to Upper Arm Vein with Nonautologous Tissue Substitute, Open Approach",No change
AVSD,03140JD ,"Bypass Left Subclavian Artery to Upper Arm Vein with Synthetic Substitute, Open Approach",No change
AVSD,03140ZD ,"Bypass Left Subclavian Artery to Upper Arm Vein, Open Approach",No change
AVSD,031A0AF ,"Bypass Left Ulnar Artery to Lower Arm Vein with Autologous Arterial Tissue, Open Approach",No change
AVSD,031A09F ,"Bypass Left Ulnar Artery to Lower Arm Vein with Autologous Venous Tissue, Open Approach",No change
AVSD,031A0KF ,"Bypass Left Ulnar Artery to Lower Arm Vein with Nonautologous Tissue Substitute, Open Approach",No change
AVSD,031A0JF ,"Bypass Left Ulnar Artery to Lower Arm Vein with Synthetic Substitute, Open Approach",No change
AVSD,031A0ZF ,"Bypass Left Ulnar Artery to Lower Arm Vein, Open Approach",No change
AVSD,03150AF ,"Bypass Right Axillary Artery to Lower Arm Vein with Autologous Arterial Tissue, Open Approach",No change
AVSD,031509F ,"Bypass Right Axillary Artery to Lower Arm Vein with Autologous Venous Tissue, Open Approach",No change
AVSD,03150KF ,"Bypass Right Axillary Artery to Lower Arm Vein with Nonautologous Tissue Substitute, Open Approach",No change
AVSD,03150JF ,"Bypass Right Axillary Artery to Lower Arm Vein with Synthetic Substitute, Open Approach",No change
