AMP,26551,"Transfer, toe-to-hand with microvascular anastomosis; great toe wrap-around with bone graft ",No change
AMP,26910,"Amputation, metacarpal, with finger or thumb (ray amputation), single, with or without interosseous transfer ",No change
AMP,26951,"Amputation, finger or thumb, primary or secondary, any joint or phalanx, single, including neurectomies; with direct closure ",No change
AMP,26952,"Amputation, finger or thumb, primary or secondary, any joint or phalanx, single, including neurectomies; with local advancement flaps (V-Y, hood) ",No change
AMP,27290,Interpelviabdominal amputation (hindquarter amputation) ,No change
AMP,27295,Disarticulation of hip ,No change
AMP,27590,"Amputation, thigh, through femur, any level; ",No change
AMP,27591,"Amputation, thigh, through femur, any level; immediate fitting technique including first cast ",No change
AMP,27592,"Amputation, thigh, through femur, any level; open, circular (guillotine) ",No change
AMP,27598,Disarticulation at knee,No change
AMP,27880,"Amputation, leg, through tibia and fibula; ",No change
AMP,27882,"Amputation, leg, through tibia and fibula; open, circular (guillotine) ",No change
AMP,27884,"Amputation, leg, through tibia and fibula; secondary closure or scar revision ",No change
AMP,27886,"Amputation, leg, through tibia and fibula; re-amputation ",No change
AMP,27888,"Amputation, ankle, through malleoli of tibia and fibula (e.g., Syme, Pirogoff type procedures), with plastic closure and resection of nerves ",No change
AMP,27889,Ankle disarticulation ,No change
AMP,28124,"Partial excision (craterization, saucerization, sequestrectomy, or diaphysectomy) bone (eg, osteomyelitis or bossing); phalanx of toe",Add
AMP,28126,"Resection, partial or complete, phalangeal base, each toe",Add
AMP,28160,"Hemiphalangectomy or interphalangeal joint excision, toe, proximal end of phalanx, each",Add
AMP,28800,"Amputation, foot; midtarsal (e.g., Chopart type procedure) ",No change
AMP,28805,"Amputation, foot; transmetatarsal ",No change
AMP,28810,"Amputation, metatarsal, with toe, single ",No change
AMP,28820,"Amputation, toe; metatarsophalangeal joint ",No change
AMP,28825,"Amputation, toe; interphalangeal joint ",No change
APPY,44900,Incision and drainage of appendiceal abscess; open ,No change
APPY,44950,Appendectomy,No change
APPY,44955,Appendectomy; when done for indicated purpose at time of other major procedure (not as separate procedure) (List separately in addition to code for primary procedure) ,No change
APPY,44960,Appendectomy; for ruptured appendix with abscess or generalized peritonitis ,No change
APPY,44970,"Laparoscopy, surgical, appendectomy ",No change
APPY,44979,"Unlisted laparoscopy procedure, appendix ",No change
AVSD,36800,"Insertion of cannula for hemodialysis, other purpose (separate procedure); vein to vein ",No change
AVSD,36810,"Insertion of cannula for hemodialysis, other purpose (separate procedure); arteriovenous, external (Scribner type) ",No change
AVSD,36815,"Insertion of cannula for hemodialysis, other purpose (separate procedure); arteriovenous, external revision, or closure ",No change
AVSD,36818,"Arteriovenous anastomosis, open; by upper arm cephalic vein transposition ",No change
AVSD,36819,"Arteriovenous anastomosis, open; by upper arm basilic vein transposition ",No change
AVSD,36820,"Arteriovenous anastomosis, open; by forearm vein transposition ",No change
AVSD,36821,"Arteriovenous anastomosis, open; direct, any site (e.g., Cimino type) (separate procedure) ",No change
AVSD,36825,Creation of arteriovenous fistula by other than direct arteriovenous anastomosis (separate procedure); autogenous graft ,No change
AVSD,36830,Creation of arteriovenous fistula by other than direct arteriovenous anastomosis (separate procedure); non autogenous graft ,No change
AVSD,36832,"Revision, open, arteriovenous fistula; without thrombectomy, autogenous or nonautogenous dialysis graft (separate procedure)",No change
AVSD,36833,"Revision, open, arteriovenous fistula; with thrombectomy, autogenous or nonautogenous dialysis graft (separate procedure)",No change
AVSD,36838,"Distal revascularization and interval ligation (DRIL), upper extremity hemodialysis access (steal syndrome) ",No change
BILI,47010,"Hepatotomy; for open drainage of abscess or cyst, 1 or 2 stages ",No change
BILI,47015,"Laparotomy, with aspiration and/or injection of hepatic parasitic (eg, amoebic or echinococcal) cyst(s) or abscess(es ",No change
BILI,47100,"Biopsy of liver, wedge ",No change
BILI,47120,"Hepatectomy, resection of liver; partial lobectomy ",No change
BILI,47122,"Hepatectomy, resection of liver; trisegmentectomy ",No change
BILI,47125,"Hepatectomy, resection of liver; total left lobectomy ",No change
BILI,47130,"Hepatectomy, resection of liver; total right lobectomy ",No change
BILI,47140,"Donor hepatectomy (including cold preservation), from living donor; left lateral segment only (segments II and III) ",No change
BILI,47141,"Donor hepatectomy (including cold preservation), from living donor; total left lobectomy (segments II, III and IV) ",No change
BILI,47142,"Donor hepatectomy (including cold preservation), from living donor; total right lobectomy (segments V, VI, VII and VIII) ",No change
BILI,47300,Marsupialization of cyst or abscess of liver ,No change
BILI,47350,Management of liver hemorrhage; simple suture of liver wound or injury ,No change
BILI,47360,"Management of liver hemorrhage; complex suture of liver wound or injury, with or without hepatic artery ligatio",No change
BILI,47361,"Management of liver hemorrhage; exploration of hepatic wound, extensive debridement, coagulation and/or suture, with or without packing of liver ",No change
BILI,47362,Management of liver hemorrhage; re-exploration of hepatic wound for removal of packing ,No change
BILI,47370,"Laparoscopy, surgical, ablation of 1 or more liver tumor(s); radiofrequency ",No change
BILI,47371,"Laparoscopy, surgical, ablation of 1 or more liver tumor(s); cryosurgical ",No change
BILI,47379,"Unlisted laparoscopic procedure, liver ",No change
BILI,47380,"Ablation, open, of 1 or more liver tumor(s); radiofrequency ",No change
BILI,47381,"Ablation, open, of 1 or more liver tumor(s); cryosurgical ",No change
BILI,47400,"Hepaticotomy or hepaticostomy with exploration, drainage, or removal of calculus ",No change
BILI,47420,"Choledochotomy or choledochostomy with exploration, drainage, or removal of calculus, with or without cholecystotomy; without transduodenal sphincterotomy or sphincteroplasty ",No change
BILI,47425,"Choledochotomy or choledochostomy with exploration, drainage, or removal of calculus, with or without cholecystotomy; with transduodenal sphincterotomy or sphincteroplasty ",No change
BILI,47460,"Transduodenal sphincterotomy or sphincteroplasty, with or without transduodenal extraction of calculus (separate procedure) ",No change
BILI,47700,"Exploration for congenital atresia of bile ducts, without repair, with or without liver biopsy, with or without cholangiography ",No change
BILI,47701,"Portoenterostomy (eg, Kasai procedure) ",No change
BILI,47711,"Excision of bile duct tumor, with or without primary repair of bile duct; extrahepatic ",No change
BILI,47712,"Excision of bile duct tumor, with or without primary repair of bile duct; intrahepatic ",No change
BILI,47715,Excision of choledochal cyst ,No change
BILI,47760,"Anastomosis, of extrahepatic biliary ducts and gastrointestinal tract ",No change
BILI,47765,"Anastomosis, of intrahepatic ducts and gastrointestinal tract ",No change
BILI,47780,"Anastomosis, Roux-en-Y, of extrahepatic biliary ducts and gastrointestinal tract ",No change
BILI,47785,"Anastomosis, Roux-en-Y, of intrahepatic biliary ducts and gastrointestinal tract ",No change
BILI,47800,"Reconstruction, plastic, of extrahepatic biliary ducts with end-to-end anastomosis ",No change
BILI,47802,U-tube hepaticoenterostomy ,No change
BILI,47900,Suture of extrahepatic biliary duct for pre-existing injury (separate procedure) ,No change
BILI,48000,"Placement of drains, peripancreatic, for acute pancreatitis; ",No change
BILI,48001,"Placement of drains, peripancreatic, for acute pancreatitis; with cholecystostomy, gastrostomy, and jejunostomy ",No change
BILI,48020,Removal of pancreatic calculus ,No change
BILI,48100,"Biopsy of pancreas, open (eg, fine needle aspiration, needle core biopsy, wedge biopsy) ",No change
BILI,48105,Resection or debridement of pancreas and peripancreatic tissue for acute necrotizing pancreatitis ,No change
BILI,48120,"Excision of lesion of pancreas (eg, cyst, adenoma) ",No change
BILI,48140,"Pancreatectomy, distal subtotal, with or without splenectomy; without pancreaticojejunostomy ",No change
BILI,48145,"Pancreatectomy, distal subtotal, with or without splenectomy; with pancreaticojejunostomy ",No change
BILI,48146,"Pancreatectomy, distal, near-total with preservation of duodenum (Child-type procedure) ",No change
BILI,48148,Excision of ampulla of Vater ,No change
BILI,48150,"Pancreatectomy, proximal subtotal with total duodenectomy, partial gastrectomy, choledochoenterostomy and gastrojejunostomy (Whipple-type procedure); with pancreatojejunostomy ",No change
BILI,48152,"Pancreatectomy, proximal subtotal with total duodenectomy, partial gastrectomy, choledochoenterostomy and gastrojejunostomy (Whipple-type procedure); without pancreatojejunostomy ",No change
BILI,48153,"Pancreatectomy, proximal subtotal with near-total duodenectomy, choledochoenterostomy and duodenojejunostomy (pylorus-sparing, Whipple-type procedure); with pancreatojejunostomy ",No change
BILI,48154,"Pancreatectomy, proximal subtotal with near-total duodenectomy, choledochoenterostomy and duodenojejunostomy (pylorus-sparing, Whipple-type procedure); without pancreatojejunostomy ",No change
BILI,48155,"Pancreatectomy, total ",No change
BILI,48160,"Pancreatectomy, total or subtotal, with autologous transplantation of pancreas or pancreatic islet cells ",No change
BILI,48500,Marsupialization of pancreatic cyst ,No change
BILI,48510,"External drainage, pseudocyst of pancreas; open ",No change
BILI,48520,Internal anastomosis of pancreatic cyst to gastrointestinal tract; direct ,No change
BILI,48540,Internal anastomosis of pancreatic cyst to gastrointestinal tract; Roux-en-Y ,No change
BILI,48545,Pancreatorrhaphy for injury ,No change
BILI,48548,"Pancreaticojejunostomy, side-to-side anastomosis (Puestow-type operation) ",No change
BRST,11970,Removal of tissue expander(s) without insertion of prosthesis removal of tissue expander(s) with insertion of prosthesis,No change
BRST,19101,"Biopsy of breast; open, incisional",No change
BRST,19105,"Ablation, cryosurgical, of fibroadenoma, including ultrasound guidance, each fibroadenoma",Add
BRST,19110,"Nipple exploration, with or without excision of a solitary lactiferous duct or a papilloma lactiferous duct",No change
BRST,19112,Excision of lactiferous duct fistula,No change
BRST,19120,"Excision of cyst, fibroadenoma, or other benign or malignant tumor, aberrant breast tissue, duct lesion, nipple or areolar lesion (except 19300), open, male or female, 1 or more lesions",No change
BRST,19125,"Excision of breast lesion identified by pre-operative placement of radiological marker, open, single lesion ",No change
BRST,19126,"Excision of breast lesion identified by pre-operative placement of radiological marker, open, single lesion; each additional lesion separately identified by a preoperative radiological marker (list separately in addition to code for primary procedures) excision of breast lesion identified by pre-operative placement of radiological marker, open, single lesion",No change
BRST,19300,Mastectomy for gynecomastia,No change
BRST,19301,"Mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentectomy);",No change
BRST,19302,"Mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentectomy); with axillary lymphadenectomy",No change
BRST,19303,"Mastectomy, simple, complete",No change
BRST,19304,"Mastectomy, subcutaneous",No change
BRST,19305,"Mastectomy, radical, including pectoral muscles, axillary lymph nodes",No change
BRST,19306,"Mastectomy, radical, including pectoral muscles, axillary and internal mammary lymph nodes (Urban type operation)",No change
BRST,19307,"Mastectomy, modified radical, including axillary lymph nodes, with or without pectoralis minor muscle, but excluding pectoralis major muscle",No change
BRST,19316,Mastopexy,No change
BRST,19318,Reduction mammaplasty,No change
BRST,19324,"Mammaplasty, augmentation; without prosthetic implant",No change
BRST,19325,"Mammaplasty, augmentation; with prosthetic implant",No change
BRST,19328,Removal of intact mammary implant,No change
BRST,19330,Removal of mammary implant material,No change
BRST,19340,"Immediate insertion of breast prosthesis following mastopexy, mastectomy or in reconstruction",No change
BRST,19342,"Delayed insertion of breast prosthesis following mastopexy, mastectomy or in reconstruction",No change
BRST,19350,Nipple/areola reconstruction,No change
BRST,19355,Correction of inverted nipples,No change
BRST,19357,"Breast reconstruction, immediate or delayed, with tissue expander, including subsequent expansion",No change
BRST,19361,"Breast reconstruction with latissimus dorsi flap, without prosthetic implant",No change
BRST,19364,Breast reconstruction with free flap,No change
BRST,19366,Breast reconstruction with other technique,No change
BRST,19367,"Breast reconstruction with transverse rectus abdominis myocutaneous flap (TRAM), single pedicle, including closure of donor site;",No change
BRST,19368,"Breast reconstruction with transverse rectus abdominis myocutaneous flap (TRAM), single pedicle, including closure of donor site; with microvascular anastomosis (supercharging)",No change
BRST,19369,"Breast reconstruction with transverse rectus abdominis myocutaneous flap (TRAM), double pedicle, including closure of donor site",No change
BRST,19370,"Open periprosthetic capsulotomy, breast",No change
BRST,19371,"Periprosthetic capsulectomy, breast",No change
BRST,19380,Revision of reconstructed breast,No change
CARD,32658,"Thoracoscopy, surgical; with removal of clot or foreign body from pericardial sac",No change
CARD,32659,"Thoracoscopy, surgical; with creation of pericardial window or partial resection of pericardial sac for drainage",No change
CARD,32661,"Thoracoscopy, surgical; with excision of pericardial cyst, tumor, or mass",No change
CARD,33020,Pericardiotomy for removal of clot or foreign body (primary procedure),No change
CARD,33025,Creation of pericardial window or partial resection for drainage,No change
CARD,33030,"Pericardiectomy, subtotal or complete; without cardiopulmonary bypass",No change
CARD,33031,"Pericardiectomy, subtotal or complete; with cardiopulmonary bypass",No change
CARD,33050,Resection of pericardial cyst or tumor,No change
CARD,33120,"Excision of intracardiac tumor, resection with cardiopulmonary bypass",No change
CARD,33130,Resection of external cardiac tumor,No change
CARD,33250,"Operative ablation of supraventricular arrhythmogenic focus or pathway (eg, Wolff-Parkinson-White, atrioventricular node re-entry), tract(s) and/or focus (foci); without cardiopulmonary bypass",No change
CARD,33251,"Operative ablation of supraventricular arrhythmogenic focus or pathway (eg, Wolff-Parkinson-White, atrioventricular node re-entry), tract(s) and/or focus (foci); with cardiopulmonary bypass",No change
CARD,33254,"Operative tissue ablation and reconstruction of atria, limited (eg, modified maze procedure)",No change
CARD,33255,"Operative tissue ablation and reconstruction of atria, extensive (eg, maze procedure); without cardiopulmonary bypass",No change
CARD,33256,"Operative tissue ablation and reconstruction of atria, extensive (eg, maze procedure); with cardiopulmonary bypass",No change
CARD,33257,"Operative tissue ablation and reconstruction of atria, performed at the time of other cardiac procedure(s), limited (eg, modified maze procedure) (List separately in addition to code for primary procedure)",No change
CARD,33258,"Operative tissue ablation and reconstruction of atria, performed at the time of other cardiac procedure(s), extensive (eg, maze procedure), without cardiopulmonary bypass (List separately in addition to code for primary procedure)",No change
CARD,33259,"Operative tissue ablation and reconstruction of atria, performed at the time of other cardiac procedure(s), extensive (eg, maze procedure), with cardiopulmonary bypass (List separately in addition to code for primary procedure)",No change
CARD,33261,Operative ablation of ventricular arrhythmogenic focus with cardiopulmonary bypass,No change
CARD,33265,"Endoscopy, surgical; operative tissue ablation and reconstruction of atria, limited (eg, modified maze procedure), without cardiopulmonary bypass",No change
CARD,33266,"Endoscopy, surgical; operative tissue ablation and reconstruction of atria, extensive (eg, maze procedure), without cardiopulmonary bypass ",No change
CARD,33300,Repair of cardiac wound; without bypass ,No change
CARD,33305,Repair of cardiac wound; with cardiopulmonary bypass ,No change
CARD,33310,"Cardiotomy, exploratory (includes removal of foreign body, atrial or ventricular thrombus); without bypass  ",No change
CARD,33315,"Cardiotomy, exploratory (includes removal of foreign body, atrial or ventricular thrombus); with cardiopulmonary bypass ",No change
CARD,33365,"Transcatheter aortic valve replacement (TAVR/TAVI) with prosthetic valve; transaortic approach (eg, median sternotomy, mediastinotomy)",No change
CARD,33366,"Transcatheter aortic valve replacement (TAVR/TAVI) with prosthetic valve; transapical exposure (eg, left thoracotomy) ",No change
CARD,33390,"Valvuloplasty, aortic valve, open, with cardiopulmonary bypass; simple (ie, valvotomy, debridement, debulking, and/or simple commissural resuspension)",No change
CARD,33391,"Valvuloplasty, aortic valve, open, with cardiopulmonary bypass; complex (eg, leaflet extension, leaflet resection, leaflet reconstruction, or annuloplasty)",No change
CARD,33404,Construction of apical-aortic conduit,No change
CARD,33405,"Replacement, aortic valve, open, with cardiopulmonary bypass; with prosthetic valve other than homograft or stentless valve ",Revised description
CARD,33406,"Replacement, aortic valve, with cardiopulmonary bypass; with allograft valve (freehand)",No change
CARD,33410,"Replacement, aortic valve, open, with cardiopulmonary bypass; with stentless tissue valve ",Revised description
CARD,33411,"Replacement, aortic valve; with aortic annulus enlargement, noncoronary sinus ",No change
CARD,33412,"Replacement, aortic valve; with transventricular aortic annulus enlargement (Konno procedure)",No change
CARD,33413,"Replacement, aortic valve; by translocation of autologous pulmonary valve with allograft replacement of pulmonary valve (Ross procedure) ",No change
CARD,33414,Repair of left ventricular outflow tract obstruction by patch enlargement of the outflow tract ,No change
CARD,33415,Resection or incision of subvalvular tissue for discrete subvalvular aortic stenosis ,No change
CARD,33416,"Ventriculomyotomy (-myectomy) for idiopathic hypertrophic subaortic stenosis (eg, asymmetric septal hypertrophy)",No change
CARD,33417,Aortoplasty (gusset) for supravalvular stenosis,No change
CARD,33420,"Valvotomy, mitral valve; closed heart",No change
CARD,33422,"Valvotomy, mitral valve; open heart, with cardiopulmonary bypass",Add
CARD,33425,"Valvuloplasty, mitral valve, with cardiopulmonary bypass;",No change
CARD,33426,"Valvuloplasty, mitral valve, with cardiopulmonary bypass; with prosthetic ring",No change
CARD,33427,"Valvuloplasty, mitral valve, with cardiopulmonary bypass; radical reconstruction, with or without ring",No change
CARD,33430,"Replacement, mitral valve, with cardiopulmonary bypass",No change
CARD,33440,Replacement of aortic valve by translocation of autologous pulmonary valve and transventricular aortic annulus enlargement of left ventricular outflow tract with valved conduit replacement of pulmonary valve,Add
CARD,33460,"Valvectomy, tricuspid valve, with cardiopulmonary bypass",No change
CARD,33463,"Valvuloplasty, tricuspid valve; without ring insertion ",No change
CARD,33464,"Valvuloplasty, tricuspid valve; with ring insertion",No change
CARD,33465,"Replacement, tricuspid valve, with cardiopulmonary bypass ",No change
CARD,33468,Tricuspid valve repositioning and plication for Ebstein anomaly,No change
CARD,33470,"Valvotomy, pulmonary valve, closed heart; transventricular",No change
CARD,33471,"Valvotomy, pulmonary valve, closed heart; via pulmonary artery",No change
CARD,33474,"Valvotomy, pulmonary valve, open heart, with cardiopulmonary bypass",Add
CARD,33475,"Replacement, pulmonary valve ",No change
CARD,33476,"Right ventricular resection for infundibular stenosis, with or without commissurotomy",No change
CARD,33478,"Outflow tract augmentation (gusset), with or without commissurotomy or infundibular resection",No change
CARD,33496,Repair of non-structural prosthetic valve dysfunction with cardiopulmonary bypass (separate procedure),No change
CARD,33542,"Myocardial resection (eg, ventricular aneurysmectomy)",No change
CARD,33545,"Repair of postinfarction ventricular septal defect, with or without myocardial resection ",No change
CARD,33548,"Surgical ventricular restoration procedure, includes prosthetic patch, when performed (eg, ventricular remodeling, SVR, SAVER, Dor procedures)",No change
CARD,33600,Closure of atrioventricular valve (mitral or tricuspid) by suture or patch,No change
CARD,33602,Closure of semilunar valve (aortic or pulmonary) by suture or patch,No change
CARD,33608,Repair of complex cardiac anomaly other than pulmonary atresia with ventricular septal defect by construction or replacement of conduit from right or left ventricle to pulmonary artery ,No change
CARD,33610,"Repair of complex cardiac anomalies (eg, single ventricle with subaortic obstruction) by surgical enlargement of ventricular septal defect",No change
CARD,33611,Repair of double outlet right ventricle with intraventricular tunnel repair; ,No change
CARD,33612,Repair of double outlet right ventricle with intraventricular tunnel repair; with repair of right ventricular outflow tract obstruction ,No change
CARD,33615,"Repair of complex cardiac anomalies (eg, tricuspid atresia) by closure of atrial septal defect and anastomosis of atria or vena cava to pulmonary artery (simple Fontan procedure)",No change
CARD,33617,"Repair of complex cardiac anomalies (e.g., single ventricle by modified Fontan)",No change
CARD,33619,"Repair of single ventricle with aortic outflow obstruction and aortic arch hypoplasia (hypoplastic left heart syndrome) (eg, Norwood procedure)",No change
CARD,33641,"Repair atrial septal defect, secundum, with cardiopulmonary bypass, with or without patch ",No change
CARD,33645,"Direct or patch closure, sinus venosus, with or without anomalous pulmonary venous drainage ",No change
CARD,33647,"Repair of atrial septal defect and ventricular septal defect, with direct or patch closure ",No change
CARD,33660,"Repair of incomplete or partial atrioventricular canal (ostium primum atrial septal defect), with or without atrioventricular valve repair ",No change
CARD,33665,"Repair of intermediate or transitional atrioventricular canal, with or without atrioventricular valve repair ",No change
CARD,33670,"Repair of complete atrioventricular canal, with or without prosthetic valve ",No change
CARD,33675,Closure of multiple ventricular septal defects; ,No change
CARD,33676,Closure of multiple ventricular septal defects; with pulmonary valvotomy or infundibular resection (acyanotic) ,No change
CARD,33677,"Closure of multiple ventricular septal defects; with removal of pulmonary artery band, with or without gusset ",No change
CARD,33681,"Closure of single ventricular septal defect, with or without patch; ",No change
CARD,33684,"Closure of single ventricular septal defect, with or without patch; with pulmonary valvotomy or infundibular resection (acyanotic) ",No change
CARD,33688,"Closure of single ventricular septal defect, with or without patch; with removal of pulmonary artery band, with or without gusset ",No change
CARD,33692,Complete repair tetralogy of Fallot without pulmonary atresia;,No change
CARD,33694,Complete repair tetralogy of Fallot without pulmonary atresia; with transannular patch,Add
CARD,33697,Complete repair tetralogy of Fallot with pulmonary atresia including construction of conduit from right ventricle to pulmonary artery and closure of ventricular septal defect,No change
CARD,33702,"Repair sinus of Valsalva fistula, with cardiopulmonary bypass; ",No change
CARD,33710,"Repair sinus of Valsalva fistula, with cardiopulmonary bypass; with repair of ventricular septal defect ",No change
CARD,33720,"Repair sinus of Valsalva aneurysm, with cardiopulmonary bypass ",No change
CARD,33722,Closure of aortico-left ventricular tunnel ,No change
CARD,33732,Repair of cor triatriatum or supravalvular mitral ring by resection of left atrial membrane,No change
CARD,33735,Atrial septectomy or septostomy; closed heart (Blalock-Hanlon type operation) ,No change
CARD,33736,Atrial septectomy or septostomy; open heart with cardiopulmonary bypass ,No change
CARD,33737,"Atrial septectomy or septostomy; open heart, with inflow occlusion ",No change
CARD,33770,Repair of transposition of the great arteries with ventricular septal defect and subpulmonary stenosis; without surgical enlargement of ventricular septal defect,No change
CARD,33774,"Repair of transposition of the great arteries, atrial baffle procedure (eg, Mustard or Senning type) with cardiopulmonary bypass;",No change
CARD,33776,"Repair of transposition of the great arteries, atrial baffle procedure (eg, Mustard or Senning type) with cardiopulmonary bypass; with closure of ventricular septal defect ",No change
CARD,33780,"Repair of transposition of the great arteries, aortic pulmonary artery reconstruction (eg, Jatene type); with closure of ventricular septal defect ",No change
CARD,33782,"Aortic root translocation with ventricular septal defect and pulmonary stenosis repair (ie, Nikaidoh procedure); without coronary ostium reimplantation ",No change
CARD,33783,"Aortic root translocation with ventricular septal defect and pulmonary stenosis repair (ie, Nikaidoh procedure); with reimplantation of 1 or both coronary ostia ",No change
CARD,33786,"Total repair, truncus arteriosus (Rastelli type operation)",No change
CARD,33813,Obliteration of aortopulmonary septal defect; without cardiopulmonary bypass ,No change
CARD,33814,Obliteration of aortopulmonary septal defect; with cardiopulmonary bypass ,No change
CARD,33920,"Repair of pulmonary atresia with ventricular septal defect, by construction or replacement of conduit from right or left ventricle to pulmonary artery",No change
CBGB,33510,"Coronary artery bypass, vein only; single coronary venous graft",No change
CBGB,33511,"Coronary artery bypass, vein only; 2 coronary venous grafts",No change
CBGB,33512,"Coronary artery bypass, vein only; 3 coronary venous grafts",No change
CBGB,33513,"Coronary artery bypass, vein only; 4 coronary venous grafts",No change
CBGB,33514,"Coronary artery bypass, vein only; 5 coronary venous grafts",Add
CBGB,33516,"Coronary artery bypass, vein only; 6 or more coronary venous grafts",Add
CBGC,33533,"Coronary artery bypass, using arterial graft(s); single arterial graft",No change
CBGC,33534,"Coronary artery bypass, using arterial graft(s); 2 coronary arterial grafts",No change
CBGC,33535,"Coronary artery bypass, using arterial graft(s); 3coronary arterial grafts",No change
CBGC,33536,"Coronary artery bypass, using arterial graft(s);  4 or moreoronary arterial grafts",No change
CEA,35301,"Thromboendarterectomy, including patch graft, if performed; carotid, vertebral, subclavian, by neck incision",No change
CEA,35390,"Reoperation, carotid, thromboendarterectomy, more than 1 month after original operation (List separately in addition to code for primary procedure)",No change
CHOL,47480,"Cholecystotomy or cholecystostomy, open, with exploration, drainage, or removal of calculus (separate procedure)",No change
CHOL,47562,"Laparoscopy, surgical; cholecystectomy",No change
CHOL,47563,"Laparoscopy, surgical; cholecystectomy with cholangiography",No change
CHOL,47564,"Laparoscopy, surgical; cholecystectomy with exploration of common duct ",No change
CHOL,47570,"Laparoscopy, surgical; cholecystoenterostomy ",No change
CHOL,47600,Cholecystectomy;,No change
CHOL,47605,Cholecystectomy; with cholangiography,No change
CHOL,47610,Cholecystectomy with exploration of common duct; ,No change
CHOL,47612,Cholecystectomy with exploration of common duct; with choledochoenterostomy ,No change
CHOL,47620,"Cholecystectomy with exploration of common duct; with transduodenal sphincterotomy or sphincteroplasty, with or without cholangiography ",No change
CHOL,47720,Cholecystoenterostomy; direct ,No change
CHOL,47721,Cholecystoenterostomy; with gastroenterostomy ,No change
CHOL,47740,Cholecystoenterostomy; Roux-en-Y ,No change
CHOL,47741,Cholecystoenterostomy; Roux-en-Y with gastroenterostomy ,No change
COLO,44025,"Colotomy, for exploration, biopsy(s), or foreign body removal",No change
COLO,44110,"Excision of 1 or more lesions of small or large intestine not requiring anastomosis, exteriorization, or fistulization; single enterotomy",No change
COLO,44111,"Excision of 1 or more lesions of small or large intestine not requiring anastomosis, exteriorization, or fistulization; multiple enterotomies",No change
COLO,44137,"Removal of transplanted intestinal allograft, complete",No change
COLO,44140,"Colectomy, partial; with anastomosis",No change
COLO,44141,"Colectomy, partial; with skin level cecostomy or colostomy",No change
COLO,44143,"Colectomy, partial; with end colostomy and closure of distal segment (Hartmann type procedure)",No change
COLO,44144,"Colectomy, partial; with resection, with colostomy or ileostomy and creation of mucofistula",No change
COLO,44145,"Colectomy, partial; with coloproctostomy (low pelvic anastomosis)",No change
COLO,44146,"Colectomy, partial; with coloproctostomy (low pelvic anastomosis), with colostomy",No change
